date,temperature_2m,precipitation,visibility,wind_speed_10m
2024-12-14 06:00:00,1.77,0.0,10800.0,3.08
2024-12-14 07:00:00,1.77,0.0,11900.0,6.38
2024-12-14 08:00:00,1.92,0.0,13140.0,4.1
2024-12-14 09:00:00,2.52,0.0,17680.0,7.29
2024-12-14 10:00:00,3.07,0.0,22040.0,7.15
2024-12-14 11:00:00,3.92,0.0,30280.0,7.15
2024-12-14 12:00:00,4.32,0.0,26380.0,7.99
2024-12-14 13:00:00,4.57,0.0,27900.0,7.57
2024-12-14 14:00:00,4.87,0.0,27820.0,7.42
2024-12-14 15:00:00,5.02,0.0,24380.0,7.13
2024-12-14 16:00:00,5.12,0.0,22440.0,6.92
2024-12-14 17:00:00,5.02,0.3,17560.0,7.24
2024-12-14 18:00:00,4.92,0.4,14380.0,6.92
2024-12-14 19:00:00,4.82,0.0,11660.0,5.63
2024-12-14 20:00:00,4.87,0.0,10320.0,4.38
2024-12-14 21:00:00,4.82,0.0,6740.0,4.8
2024-12-14 22:00:00,4.72,0.0,6100.0,4.74
2024-12-14 23:00:00,4.62,0.0,5720.0,4.69
2024-12-15 00:00:00,4.52,0.0,5540.0,5.77
2024-12-15 01:00:00,3.97,0.0,6540.0,5.51
2024-12-15 02:00:00,3.72,0.0,9440.0,5.69
2024-12-15 03:00:00,3.42,0.0,7940.0,5.51
2024-12-15 04:00:00,3.62,0.0,9700.0,5.04
2024-12-15 05:00:00,3.47,0.0,9480.0,5.01
2024-12-15 06:00:00,3.67,0.0,15120.0,4.2
2024-12-15 07:00:00,4.12,0.0,17320.0,2.81
2024-12-15 08:00:00,3.77,0.0,11500.0,3.4
2024-12-15 09:00:00,5.22,0.0,18580.0,5.19
2024-12-15 10:00:00,6.32,0.0,19540.0,6.11
2024-12-15 11:00:00,7.07,0.0,20100.0,5.19
2024-12-15 12:00:00,9.02,0.0,25320.0,8.4
2024-12-15 13:00:00,9.37,0.0,24640.0,8.21
2024-12-15 14:00:00,9.62,0.0,23900.0,7.9
2024-12-15 15:00:00,9.52,0.0,18860.0,8.65
2024-12-15 16:00:00,9.07,0.0,15040.0,8.79
2024-12-15 17:00:00,8.77,0.0,10240.0,8.5
2024-12-15 18:00:00,8.92,0.0,4400.0,10.46
2024-12-15 19:00:00,9.02,0.0,3940.0,9.42
2024-12-15 20:00:00,9.07,0.0,4300.0,7.9
2024-12-15 21:00:00,9.17,0.0,3240.0,8.91
2024-12-15 22:00:00,9.47,0.0,3560.0,8.71
2024-12-15 23:00:00,9.62,0.0,4500.0,7.09
2024-12-16 00:00:00,9.72,0.0,2820.0,9.57
2024-12-16 01:00:00,9.82,0.0,6200.0,7.42
2024-12-16 02:00:00,9.77,0.0,8260.0,6.62
2024-12-16 03:00:00,9.67,0.0,9500.0,7.9
2024-12-16 04:00:00,9.52,0.0,6280.0,7.2
2024-12-16 05:00:00,9.27,0.0,5900.0,7.93
2024-12-16 06:00:00,9.47,0.0,8860.0,8.79
2024-12-16 07:00:00,9.07,0.0,4800.0,11.27
2024-12-16 08:00:00,8.82,0.0,6920.0,8.85
2024-12-16 09:00:00,8.92,0.0,15340.0,7.86
2024-12-16 10:00:00,9.12,0.0,16000.0,7.7
2024-12-16 11:00:00,9.62,0.0,20540.0,7.9
2024-12-16 12:00:00,9.77,0.0,16200.0,7.42
2024-12-16 13:00:00,9.92,0.0,15760.0,8.15
2024-12-16 14:00:00,10.12,0.0,19240.0,7.64
2024-12-16 15:00:00,9.52,0.0,19460.0,9.09
2024-12-16 16:00:00,9.22,0.0,22460.0,7.42
2024-12-16 17:00:00,9.02,0.0,15480.0,6.64
2024-12-16 18:00:00,8.72,0.0,10020.0,5.6
2024-12-16 19:00:00,8.67,0.0,8460.0,5.45
2024-12-16 20:00:00,8.67,0.0,7340.0,4.33
2024-12-16 21:00:00,8.47,0.0,7580.0,2.88
2024-12-16 22:00:00,8.42,0.0,6420.0,3.6
2024-12-16 23:00:00,8.27,0.0,4400.0,4.68
2024-12-17 00:00:00,8.07,0.0,5420.0,0.8
2024-12-17 01:00:00,7.97,0.0,4760.0,3.22
2024-12-17 02:00:00,7.97,0.0,4440.0,1.44
2024-12-17 03:00:00,8.07,0.0,5220.0,4.35
2024-12-17 04:00:00,8.07,0.0,4660.0,4.38
2024-12-17 05:00:00,8.02,0.0,4880.0,3.88
2024-12-17 06:00:00,7.77,0.0,4320.0,5.59
2024-12-17 07:00:00,7.62,0.0,4600.0,4.38
2024-12-17 08:00:00,7.57,0.0,5420.0,5.94
2024-12-17 09:00:00,7.27,0.0,5480.0,9.03
2024-12-17 10:00:00,7.52,0.0,8240.0,9.2
2024-12-17 11:00:00,7.72,0.0,12260.0,12.07
2024-12-17 12:00:00,7.32,0.0,6440.0,10.64
2024-12-17 13:00:00,7.52,0.0,18220.0,10.59
2024-12-17 14:00:00,7.67,0.0,18400.0,9.79
2024-12-17 15:00:00,7.17,0.0,10280.0,10.83
2024-12-17 16:00:00,6.92,0.0,8980.0,9.69
2024-12-17 17:00:00,6.52,0.0,6200.0,7.9
2024-12-17 18:00:00,6.27,0.0,1720.0,7.75
2024-12-17 19:00:00,6.17,0.0,1680.0,8.85
2024-12-17 20:00:00,6.17,0.0,3540.0,9.18
2024-12-17 21:00:00,6.62,0.0,9100.0,7.93
2024-12-17 22:00:00,6.82,0.0,9320.0,8.28
2024-12-17 23:00:00,7.12,0.2,7660.0,6.85
2024-12-18 00:00:00,7.32,0.0,10060.0,8.05
2024-12-18 01:00:00,7.47,0.0,17840.0,9.06
2024-12-18 02:00:00,7.37,0.0,24860.0,9.72
2024-12-18 03:00:00,7.97,0.1,36040.0,11.9
2024-12-18 04:00:00,8.02,0.6,7480.0,11.54
2024-12-18 05:00:00,7.97,0.5,33880.0,9.83
2024-12-18 06:00:00,8.32,0.1,37160.0,10.09
2024-12-18 07:00:00,8.32,0.0,39480.0,11.21
2024-12-18 08:00:00,8.47,0.0,34240.0,11.72
2024-12-18 09:00:00,9.22,0.0,28920.0,13.08
2024-12-18 10:00:00,9.87,0.0,20880.0,14.56
2024-12-18 11:00:00,10.67,0.0,15800.0,14.21
2024-12-18 12:00:00,11.57,0.0,14100.0,15.62
2024-12-18 13:00:00,11.97,0.0,15640.0,13.8
2024-12-18 14:00:00,12.37,0.0,18180.0,15.11
2024-12-18 15:00:00,12.72,0.0,15820.0,12.76
2024-12-18 16:00:00,12.42,0.0,14180.0,13.28
2024-12-18 17:00:00,12.32,0.0,10480.0,13.91
2024-12-18 18:00:00,12.52,0.0,8660.0,14.26
2024-12-18 19:00:00,12.87,0.1,8200.0,16.3
2024-12-18 20:00:00,12.97,0.0,11400.0,18.0
2024-12-18 21:00:00,13.02,0.0,18140.0,19.65
2024-12-18 22:00:00,12.87,0.0,18400.0,19.0
2024-12-18 23:00:00,12.92,0.0,23600.0,24.19
2024-12-19 00:00:00,13.17,0.0,24460.0,23.47
2024-12-19 01:00:00,12.72,0.1,17580.0,25.28
2024-12-19 02:00:00,12.87,0.0,18060.0,23.93
2024-12-19 03:00:00,12.87,0.0,13740.0,18.09
2024-12-19 04:00:00,12.72,0.0,17640.0,16.58
2024-12-19 05:00:00,12.57,0.0,17460.0,17.55
2024-12-19 06:00:00,12.67,0.0,21660.0,13.58
2024-12-19 07:00:00,12.47,0.0,22640.0,15.35
2024-12-19 08:00:00,10.92,0.8,41540.0,21.12
2024-12-19 09:00:00,8.92,0.1,41460.0,20.47
2024-12-19 10:00:00,8.42,0.0,38820.0,20.07
2024-12-19 11:00:00,8.37,0.0,36240.0,20.77
2024-12-19 12:00:00,8.82,0.0,43180.0,21.26
2024-12-19 13:00:00,8.27,0.1,37380.0,19.67
2024-12-19 14:00:00,8.17,0.0,54420.0,20.62
2024-12-19 15:00:00,7.57,0.0,43880.0,16.52
2024-12-19 16:00:00,6.82,0.1,36580.0,12.92
2024-12-19 17:00:00,6.32,0.0,36020.0,12.98
2024-12-19 18:00:00,5.57,0.0,37880.0,14.04
2024-12-19 19:00:00,5.07,0.1,29300.0,11.3
2024-12-19 20:00:00,4.77,0.0,20560.0,9.73
2024-12-19 21:00:00,4.72,0.0,21060.0,8.91
2024-12-19 22:00:00,4.72,0.0,20320.0,9.69
2024-12-19 23:00:00,4.37,0.0,23840.0,8.91
2024-12-20 00:00:00,3.67,0.0,21360.0,8.7
2024-12-20 01:00:00,3.37,0.0,19300.0,7.57
2024-12-20 02:00:00,3.12,0.0,15860.0,6.29
2024-12-20 03:00:00,2.87,0.0,15540.0,6.85
2024-12-20 04:00:00,2.82,0.0,14980.0,6.88
2024-12-20 05:00:00,2.72,0.0,12560.0,6.88
2024-12-20 06:00:00,2.67,0.0,11820.0,5.77
2024-12-20 07:00:00,2.47,0.0,10620.0,6.13
2024-12-20 08:00:00,2.47,0.0,9540.0,5.77
2024-12-20 09:00:00,3.32,0.0,14360.0,7.24
2024-12-20 10:00:00,4.62,0.0,18880.0,6.88
2024-12-20 11:00:00,5.97,0.0,29540.0,7.86
2024-12-20 12:00:00,7.52,0.0,44540.0,9.18
2024-12-20 13:00:00,8.07,0.0,50420.0,10.95
2024-12-20 14:00:00,8.07,0.0,52680.0,11.49
2024-12-20 15:00:00,7.87,0.0,46620.0,11.72
2024-12-20 16:00:00,7.32,0.0,40680.0,10.99
2024-12-20 17:00:00,7.02,0.0,33320.0,11.59
2024-12-20 18:00:00,7.12,0.0,27500.0,10.46
2024-12-20 19:00:00,6.82,0.0,22380.0,10.19
2024-12-20 20:00:00,6.77,0.0,20180.0,10.95
2024-12-20 21:00:00,7.17,0.0,20220.0,14.01
2024-12-20 22:00:00,6.97,0.1,12620.0,11.77
2024-12-20 23:00:00,7.07,0.5,9660.0,11.5
2024-12-21 00:00:00,7.47,0.1,11260.0,12.78
2024-12-21 01:00:00,7.92,0.0,13060.0,12.54
2024-12-21 02:00:00,8.17,0.0,13700.0,10.46
2024-12-21 03:00:00,8.32,0.0,9980.0,11.02
2024-12-21 04:00:00,8.37,0.0,9000.0,9.45
2024-12-21 05:00:00,8.22,0.0,10520.0,8.44
2024-12-21 06:00:00,8.07,0.0,10580.0,8.4
2024-12-21 07:00:00,7.92,0.0,10820.0,7.9
2024-12-21 08:00:00,7.62,0.0,12040.0,7.73
2024-12-21 09:00:00,8.02,0.0,11640.0,9.51
2024-12-21 10:00:00,8.57,0.0,19720.0,10.01
2024-12-21 11:00:00,9.22,0.0,29780.0,12.31
2024-12-21 12:00:00,9.27,0.6,6920.0,13.55
2024-12-21 13:00:00,8.82,1.1,17000.0,15.12
2024-12-21 14:00:00,8.82,0.3,19460.0,15.79
2024-12-21 15:00:00,8.97,0.1,16740.0,15.86
2024-12-21 16:00:00,9.07,0.1,20660.0,14.9
2024-12-21 17:00:00,9.42,0.0,20800.0,16.56
2024-12-21 18:00:00,9.67,0.0,15320.0,17.34
2024-12-21 19:00:00,10.12,0.0,12920.0,19.23
2024-12-21 20:00:00,10.52,0.1,13440.0,16.55
2024-12-21 21:00:00,10.77,0.1,15200.0,19.73
2024-12-21 22:00:00,11.12,1.0,12720.0,18.58
2024-12-21 23:00:00,11.57,0.2,16960.0,18.78
2024-12-22 00:00:00,11.42,0.2,7220.0,19.32
2024-12-22 01:00:00,11.17,7.7,6340.0,13.98
2024-12-22 02:00:00,11.17,2.8,29160.0,17.19
2024-12-22 03:00:00,9.82,0.0,39760.0,19.71
2024-12-22 04:00:00,9.22,0.0,42800.0,15.52
2024-12-22 05:00:00,8.82,0.1,25080.0,18.78
2024-12-22 06:00:00,8.32,0.4,36060.0,19.08
2024-12-22 07:00:00,7.47,1.7,22380.0,21.87
2024-12-22 08:00:00,7.17,0.0,39300.0,19.13
2024-12-22 09:00:00,6.87,0.0,37700.0,18.13
2024-12-22 10:00:00,7.37,0.0,42260.0,17.7
2024-12-22 11:00:00,7.62,0.1,50920.0,21.43
2024-12-22 12:00:00,7.42,0.4,10380.0,21.03
2024-12-22 13:00:00,6.82,1.7,42760.0,19.84
2024-12-22 14:00:00,5.72,0.2,24580.0,22.46
2024-12-22 15:00:00,5.87,0.2,17540.0,16.62
2024-12-22 16:00:00,5.77,0.1,36220.0,16.6
2024-12-22 17:00:00,5.47,0.0,44580.0,13.53
2024-12-22 18:00:00,5.27,0.1,36080.0,12.02
2024-12-22 19:00:00,5.62,0.4,30820.0,14.59
2024-12-22 20:00:00,5.72,0.0,27500.0,13.28
2024-12-22 21:00:00,6.17,0.1,16560.0,16.6
2024-12-22 22:00:00,6.42,0.1,39540.0,16.98
2024-12-22 23:00:00,6.42,0.0,47000.0,17.17
2024-12-23 00:00:00,6.77,0.0,53080.0,19.08
2024-12-23 01:00:00,6.32,0.0,50900.0,20.02
2024-12-23 02:00:00,6.12,0.0,49740.0,19.17
2024-12-23 03:00:00,6.27,0.0,51900.0,20.37
2024-12-23 04:00:00,6.07,0.0,51160.0,19.41
2024-12-23 05:00:00,5.62,0.0,49300.0,17.83
2024-12-23 06:00:00,5.72,0.0,48620.0,16.3
2024-12-23 07:00:00,5.47,0.0,39220.0,15.35
2024-12-23 08:00:00,5.27,0.0,35460.0,15.31
2024-12-23 09:00:00,5.52,0.0,42300.0,16.3
2024-12-23 10:00:00,6.02,0.0,45660.0,16.32
2024-12-23 11:00:00,6.82,0.0,53940.0,16.8
2024-12-23 12:00:00,7.57,0.0,60320.0,15.78
2024-12-23 13:00:00,7.82,0.0,61020.0,15.35
2024-12-23 14:00:00,7.72,0.0,60540.0,15.28
2024-12-23 15:00:00,7.47,0.0,57700.0,13.78
2024-12-23 16:00:00,7.07,0.0,52360.0,13.2
2024-12-23 17:00:00,6.72,0.0,46420.0,11.61
2024-12-23 18:00:00,6.87,0.0,45460.0,10.64
2024-12-23 19:00:00,6.62,0.0,41780.0,8.43
2024-12-23 20:00:00,6.42,0.0,34180.0,8.09
2024-12-23 21:00:00,6.27,0.3,32760.0,8.35
2024-12-23 22:00:00,5.87,0.4,24820.0,4.8
2024-12-23 23:00:00,5.72,0.4,23780.0,4.33
2024-12-24 00:00:00,5.87,0.4,29940.0,2.55
2024-12-24 01:00:00,5.67,0.0,18920.0,5.59
2024-12-24 02:00:00,5.62,0.2,16800.0,6.16
2024-12-24 03:00:00,5.42,0.4,7580.0,6.62
2024-12-24 04:00:00,5.52,0.0,5500.0,4.39
2024-12-24 05:00:00,5.62,0.0,4460.0,5.86
2024-12-24 06:00:00,5.67,0.0,2220.0,5.82
2024-12-24 07:00:00,5.87,0.0,3640.0,3.08
2024-12-24 08:00:00,5.97,0.0,3380.0,4.21
2024-12-24 09:00:00,5.97,0.0,5200.0,5.8
2024-12-24 10:00:00,6.27,0.0,6640.0,5.35
2024-12-24 11:00:00,6.57,0.0,7040.0,3.76
2024-12-24 12:00:00,7.22,0.0,7160.0,4.02
2024-12-24 13:00:00,7.87,0.0,8780.0,4.8
2024-12-24 14:00:00,8.37,0.0,9820.0,5.86
2024-12-24 15:00:00,8.17,0.0,5020.0,4.74
2024-12-24 16:00:00,8.22,0.0,4520.0,4.74
2024-12-24 17:00:00,8.22,0.0,3540.0,5.48
2024-12-24 18:00:00,8.27,0.0,2620.0,4.2
2024-12-24 19:00:00,8.47,0.0,2720.0,3.83
2024-12-24 20:00:00,8.67,0.0,3100.0,2.88
2024-12-24 21:00:00,8.57,0.0,2920.0,3.4
2024-12-24 22:00:00,8.87,0.0,3300.0,2.9
2024-12-24 23:00:00,9.22,0.0,3560.0,2.04
2024-12-25 00:00:00,8.77,0.0,2440.0,2.31
2024-12-25 01:00:00,8.92,0.0,2640.0,2.55
2024-12-25 02:00:00,8.92,0.0,2300.0,1.94
2024-12-25 03:00:00,8.72,0.0,1160.0,3.32
2024-12-25 04:00:00,8.87,0.0,2100.0,2.1
2024-12-25 05:00:00,9.37,0.0,2400.0,2.55
2024-12-25 06:00:00,9.07,0.0,2300.0,0.36
2024-12-25 07:00:00,9.07,0.0,2160.0,1.48
2024-12-25 08:00:00,8.47,0.0,1000.0,2.1
2024-12-25 09:00:00,8.37,0.0,700.0,1.3
2024-12-25 10:00:00,8.67,0.0,740.0,2.1
2024-12-25 11:00:00,9.02,0.0,800.0,0.51
2024-12-25 12:00:00,9.12,0.0,640.0,1.08
2024-12-25 13:00:00,9.27,0.0,900.0,1.14
2024-12-25 14:00:00,9.37,0.0,820.0,0.8
2024-12-25 15:00:00,9.32,0.0,720.0,1.48
2024-12-25 16:00:00,9.27,0.0,2080.0,1.48
2024-12-25 17:00:00,9.17,0.0,2400.0,1.84
2024-12-25 18:00:00,9.02,0.0,2280.0,2.1
2024-12-25 19:00:00,8.97,0.0,1980.0,1.84
2024-12-25 20:00:00,8.92,0.0,860.0,1.08
2024-12-25 21:00:00,8.62,0.0,280.0,2.52
2024-12-25 22:00:00,8.62,0.0,620.0,1.8
2024-12-25 23:00:00,8.67,0.0,720.0,2.1
2024-12-26 00:00:00,8.42,0.0,360.0,2.04
2024-12-26 01:00:00,8.37,0.0,240.0,2.62
2024-12-26 02:00:00,8.32,0.0,240.0,4.84
2024-12-26 03:00:00,7.97,0.0,260.0,4.74
2024-12-26 04:00:00,7.97,0.0,340.0,5.04
2024-12-26 05:00:00,8.07,0.0,880.0,4.8
2024-12-26 06:00:00,7.32,0.0,6760.0,6.88
2024-12-26 07:00:00,6.27,0.0,10420.0,6.92
2024-12-26 08:00:00,5.57,0.0,10080.0,5.05
2024-12-26 09:00:00,5.32,0.0,12620.0,3.1
2024-12-26 10:00:00,6.07,0.0,8240.0,4.07
2024-12-26 11:00:00,7.07,0.0,28800.0,5.99
2024-12-26 12:00:00,8.27,0.0,29800.0,6.11
2024-12-26 13:00:00,8.87,0.0,36400.0,6.64
2024-12-26 14:00:00,9.17,0.0,39640.0,6.79
2024-12-26 15:00:00,9.27,0.0,39140.0,5.4
2024-12-26 16:00:00,8.37,0.0,29440.0,4.61
2024-12-26 17:00:00,7.32,0.0,16440.0,4.02
2024-12-26 18:00:00,6.72,0.0,15180.0,3.1
2024-12-26 19:00:00,6.02,0.0,11540.0,3.67
2024-12-26 20:00:00,5.27,0.0,8640.0,3.76
2024-12-26 21:00:00,4.77,0.0,8080.0,3.22
2024-12-26 22:00:00,4.17,0.0,6280.0,3.26
2024-12-26 23:00:00,3.77,0.0,7040.0,2.74
2024-12-27 00:00:00,3.22,0.0,7960.0,2.74
2024-12-27 01:00:00,2.62,0.0,6980.0,2.62
2024-12-27 02:00:00,2.12,0.0,5900.0,2.31
2024-12-27 03:00:00,2.07,0.0,13660.0,2.19
2024-12-27 04:00:00,1.42,0.0,9880.0,2.62
2024-12-27 05:00:00,0.57,0.0,3480.0,2.41
2024-12-27 06:00:00,0.77,0.0,6380.0,1.8
2024-12-27 07:00:00,0.77,0.0,7780.0,1.61
2024-12-27 08:00:00,0.52,0.0,7260.0,2.1
2024-12-27 09:00:00,1.17,0.0,14980.0,2.19
2024-12-27 10:00:00,2.17,0.0,17320.0,1.48
2024-12-27 11:00:00,3.42,0.0,36540.0,2.41
2024-12-27 12:00:00,5.42,0.0,41400.0,3.4
2024-12-27 13:00:00,6.17,0.0,50600.0,3.62
2024-12-27 14:00:00,6.47,0.0,53820.0,1.94
2024-12-27 15:00:00,6.72,0.0,53340.0,2.6
2024-12-27 16:00:00,5.92,0.0,49480.0,2.1
2024-12-27 17:00:00,5.12,0.0,43040.0,1.48
2024-12-27 18:00:00,4.22,0.0,31320.0,1.14
2024-12-27 19:00:00,3.27,0.0,15180.0,2.19
2024-12-27 20:00:00,2.37,0.0,6620.0,1.3
2024-12-27 21:00:00,1.07,0.0,2760.0,3.32
2024-12-27 22:00:00,0.12,0.0,140.0,4.61
2024-12-27 23:00:00,-0.58,0.0,120.0,4.39
2024-12-28 00:00:00,0.22,0.0,120.0,5.0
2024-12-28 01:00:00,-0.08,0.0,140.0,3.88
2024-12-28 02:00:00,-0.03,0.0,140.0,3.67
2024-12-28 03:00:00,-0.53,0.0,140.0,5.0
2024-12-28 04:00:00,-0.73,0.0,140.0,4.2
2024-12-28 05:00:00,-0.98,0.0,160.0,4.51
2024-12-28 06:00:00,-0.78,0.0,160.0,4.68
2024-12-28 07:00:00,-1.18,0.0,160.0,5.82
2024-12-28 08:00:00,-1.63,0.0,140.0,5.94
2024-12-28 09:00:00,-1.33,0.0,100.0,6.13
2024-12-28 10:00:00,-1.23,0.0,100.0,5.41
2024-12-28 11:00:00,-0.78,0.0,140.0,6.48
2024-12-28 12:00:00,-0.43,0.0,140.0,5.69
2024-12-28 13:00:00,0.17,0.0,140.0,5.9
2024-12-28 14:00:00,1.02,0.0,640.0,5.15
2024-12-28 15:00:00,0.72,0.0,160.0,4.69
2024-12-28 16:00:00,1.02,0.0,1200.0,4.39
2024-12-28 17:00:00,1.22,0.0,2660.0,4.68
2024-12-28 18:00:00,1.07,0.0,2160.0,4.21
2024-12-28 19:00:00,1.37,0.0,2900.0,4.21
2024-12-28 20:00:00,1.52,0.0,4300.0,5.86
2024-12-28 21:00:00,1.12,0.0,3580.0,6.85
2024-12-28 22:00:00,1.17,0.0,3700.0,5.48
2024-12-28 23:00:00,1.32,0.0,4560.0,5.59
2024-12-29 00:00:00,1.17,0.0,4160.0,4.38
2024-12-29 01:00:00,1.27,0.0,5160.0,3.1
2024-12-29 02:00:00,1.42,0.0,5500.0,3.42
2024-12-29 03:00:00,1.37,0.0,4400.0,2.81
2024-12-29 04:00:00,1.52,0.0,4940.0,3.22
2024-12-29 05:00:00,1.57,0.0,5560.0,2.62
2024-12-29 06:00:00,1.72,0.0,4900.0,2.74
2024-12-29 07:00:00,1.77,0.0,5200.0,2.9
2024-12-29 08:00:00,1.97,0.0,4960.0,4.32
2024-12-29 09:00:00,2.27,0.0,3960.0,2.62
2024-12-29 10:00:00,2.87,0.0,5400.0,2.74
2024-12-29 11:00:00,3.52,0.0,7940.0,3.55
2024-12-29 12:00:00,4.02,0.0,12360.0,2.9
2024-12-29 13:00:00,4.62,0.0,15080.0,2.97
2024-12-29 14:00:00,5.07,0.0,16380.0,3.22
2024-12-29 15:00:00,5.12,0.0,12880.0,3.71
2024-12-29 16:00:00,4.97,0.0,11200.0,3.32
2024-12-29 17:00:00,4.82,0.0,9640.0,2.97
2024-12-29 18:00:00,4.67,0.0,9100.0,2.6
2024-12-29 19:00:00,4.62,0.0,8260.0,2.9
2024-12-29 20:00:00,4.42,0.0,6360.0,3.88
2024-12-29 21:00:00,4.57,0.0,5380.0,3.22
2024-12-29 22:00:00,4.42,0.0,3780.0,4.02
2024-12-29 23:00:00,4.32,0.0,3560.0,4.02
2024-12-30 00:00:00,4.52,0.0,3780.0,4.74
2024-12-30 01:00:00,4.47,0.0,3720.0,4.38
2024-12-30 02:00:00,4.42,0.0,4160.0,3.76
2024-12-30 03:00:00,4.37,0.0,3720.0,4.33
2024-12-30 04:00:00,4.27,0.0,3940.0,4.69
2024-12-30 05:00:00,4.12,0.0,4660.0,4.74
2024-12-30 06:00:00,4.07,0.0,5020.0,5.59
2024-12-30 07:00:00,3.97,0.0,5060.0,5.41
2024-12-30 08:00:00,3.92,0.0,4800.0,5.05
2024-12-30 09:00:00,3.72,0.0,9460.0,6.13
2024-12-30 10:00:00,3.82,0.0,13260.0,6.99
2024-12-30 11:00:00,3.97,0.0,20580.0,7.28
2024-12-30 12:00:00,3.62,0.0,10640.0,6.57
2024-12-30 13:00:00,3.17,0.0,7900.0,6.38
2024-12-30 14:00:00,3.12,0.0,9280.0,5.05
2024-12-30 15:00:00,2.67,0.0,6160.0,5.77
2024-12-30 16:00:00,2.47,0.0,6920.0,7.07
2024-12-30 17:00:00,2.02,0.0,4240.0,7.28
2024-12-30 18:00:00,1.77,0.0,3140.0,7.21
2024-12-30 19:00:00,1.52,0.0,4380.0,7.52
2024-12-30 20:00:00,1.02,0.0,4200.0,7.29
2024-12-30 21:00:00,1.02,0.0,4960.0,6.99
2024-12-30 22:00:00,1.17,0.0,6380.0,7.15
2024-12-30 23:00:00,1.47,0.0,6940.0,5.62
2024-12-31 00:00:00,1.47,0.0,9500.0,6.76
2024-12-31 01:00:00,1.62,0.0,9060.0,5.8
2024-12-31 02:00:00,1.67,0.0,7100.0,6.38
2024-12-31 03:00:00,1.92,0.0,4460.0,6.62
2024-12-31 04:00:00,2.02,0.0,5080.0,6.99
2024-12-31 05:00:00,2.27,0.0,5380.0,6.85
2024-12-31 06:00:00,2.57,0.0,3280.0,6.13
2024-12-31 07:00:00,2.72,0.0,3600.0,5.45
2024-12-31 08:00:00,2.87,0.0,3920.0,6.52
2024-12-31 09:00:00,3.37,0.0,9340.0,6.57
2024-12-31 10:00:00,3.87,0.0,15460.0,7.9
2024-12-31 11:00:00,4.57,0.0,22060.0,9.34
2024-12-31 12:00:00,4.62,0.0,12380.0,11.63
2024-12-31 13:00:00,4.77,0.0,11040.0,9.83
2024-12-31 14:00:00,5.02,0.0,11620.0,9.57
2024-12-31 15:00:00,4.42,0.0,10680.0,10.85
2024-12-31 16:00:00,4.32,0.0,9260.0,10.59
2024-12-31 17:00:00,4.32,0.0,8300.0,9.89
2024-12-31 18:00:00,4.22,0.0,4020.0,10.74
2024-12-31 19:00:00,4.42,0.0,3360.0,11.73
2024-12-31 20:00:00,4.67,0.0,3180.0,13.57
2024-12-31 21:00:00,5.17,0.0,4860.0,13.68
2024-12-31 22:00:00,5.32,0.0,5060.0,14.01
2024-12-31 23:00:00,5.67,0.0,8760.0,14.51
2025-01-01 00:00:00,5.37,0.0,3760.0,13.1
2025-01-01 01:00:00,4.72,0.0,1000.0,14.12
2025-01-01 02:00:00,4.52,0.0,5960.0,15.78
2025-01-01 03:00:00,4.27,0.0,2900.0,14.81
2025-01-01 04:00:00,4.42,0.0,4200.0,10.97
2025-01-01 05:00:00,4.52,0.0,5580.0,12.98
2025-01-01 06:00:00,4.47,0.0,3440.0,13.4
2025-01-01 07:00:00,4.42,0.0,4020.0,14.56
2025-01-01 08:00:00,4.52,0.0,4680.0,15.28
2025-01-01 09:00:00,5.17,0.0,6860.0,15.98
2025-01-01 10:00:00,5.67,0.0,8260.0,16.04
2025-01-01 11:00:00,6.22,0.0,11080.0,14.33
2025-01-01 12:00:00,6.97,0.0,14460.0,16.92
2025-01-01 13:00:00,7.07,0.0,17180.0,16.6
2025-01-01 14:00:00,7.37,0.0,19660.0,17.79
2025-01-01 15:00:00,7.57,0.0,21060.0,15.95
2025-01-01 16:00:00,7.37,0.0,16220.0,18.36
2025-01-01 17:00:00,7.47,0.0,14300.0,18.25
2025-01-01 18:00:00,7.42,0.0,15120.0,18.53
2025-01-01 19:00:00,7.37,0.0,13720.0,19.0
2025-01-01 20:00:00,7.67,0.0,15820.0,20.38
2025-01-01 21:00:00,8.02,0.0,12940.0,23.19
2025-01-01 22:00:00,8.42,0.0,12840.0,22.91
2025-01-01 23:00:00,8.52,0.0,12640.0,23.58
2025-01-02 00:00:00,8.62,0.3,14260.0,23.68
2025-01-02 01:00:00,8.72,1.2,14280.0,23.57
2025-01-02 02:00:00,7.52,2.6,20800.0,8.7
2025-01-02 03:00:00,6.62,1.6,14780.0,12.5
2025-01-02 04:00:00,5.77,2.0,10100.0,7.2
2025-01-02 05:00:00,5.62,2.8,5340.0,6.92
2025-01-02 06:00:00,4.87,2.1,11220.0,4.84
2025-01-02 07:00:00,4.77,1.7,13100.0,4.8
2025-01-02 08:00:00,4.67,1.1,17400.0,5.62
2025-01-02 09:00:00,4.02,0.4,5340.0,4.02
2025-01-02 10:00:00,4.32,0.4,11060.0,3.67
2025-01-02 11:00:00,4.57,0.0,17140.0,3.98
2025-01-02 12:00:00,4.42,0.0,13960.0,5.51
2025-01-02 13:00:00,4.92,0.3,14340.0,7.13
2025-01-02 14:00:00,5.17,0.1,19660.0,5.62
2025-01-02 15:00:00,5.02,0.0,13200.0,5.86
